obfuscated,deobfuscated
field_77526_d,isStopping
field_77527_e,address
field_77528_b,motd
field_77529_c,socket
field_77542_f,texturePackFileName
field_77543_g,thumbnailTextureName
field_77544_d,thumbnailImage
field_77545_e,texturePackID
field_77546_b,firstDescriptionLine
field_77547_c,secondDescriptionLine
field_77548_a,texturePackFile
field_77550_e,texturePackZipFile
field_77555_b,listOfLanServers
field_77556_a,wasUpdated
field_77574_d,recipeItems
field_77575_e,recipeOutput
field_77576_b,recipeWidth
field_77577_c,recipeHeight
field_77578_a,recipeOutputItemID
field_77579_b,recipeItems
field_77580_a,recipeOutput
field_77582_a,craftingManager
field_77584_b,recipeItems
field_77585_a,recipePatterns
field_77587_b,recipeItems
field_77588_a,recipePatterns
field_77591_a,recipeItems
field_77597_b,recipes
field_77598_a,instance
field_77604_b,smeltingList
field_77605_c,experienceList
field_77606_a,smeltingBase
field_77610_b,recipeItems
field_77611_a,recipePatterns
field_77669_D,stick
field_77670_E,bowlEmpty
field_77671_F,bowlSoup
field_77672_G,swordGold
field_77673_A,shovelDiamond
field_77674_B,pickaxeDiamond
field_77675_C,axeDiamond
field_77676_L,feather
field_77677_M,gunpowder
field_77678_N,hoeWood
field_77679_O,hoeStone
field_77680_H,shovelGold
field_77681_I,pickaxeGold
field_77682_J,axeGold
field_77683_K,silk
field_77684_U,bread
field_77685_T,wheat
field_77686_W,plateLeather
field_77687_V,helmetLeather
field_77688_Q,hoeDiamond
field_77689_P,hoeIron
field_77690_S,seeds
field_77691_R,hoeGold
field_77692_Y,bootsLeather
field_77693_X,legsLeather
field_77694_Z,helmetChain
field_77695_f,shovelIron
field_77696_g,pickaxeIron
field_77697_d,itemRand
field_77698_e,itemsList
field_77699_b,maxDamage
field_77700_c,containerItem
field_77701_a,tabToDisplayOn
field_77702_n,diamond
field_77703_o,ingotIron
field_77704_l,arrow
field_77705_m,coal
field_77706_j,appleRed
field_77707_k,bow
field_77708_h,axeIron
field_77709_i,flintAndSteel
field_77710_w,shovelStone
field_77711_v,swordStone
field_77712_u,axeWood
field_77713_t,pickaxeWood
field_77714_s,shovelWood
field_77715_r,swordWood
field_77716_q,swordIron
field_77717_p,ingotGold
field_77718_z,swordDiamond
field_77719_y,axeStone
field_77720_x,pickaxeStone
field_77721_bz,cauldron
field_77722_bw,blazePowder
field_77723_bv,fermentedSpiderEye
field_77724_by,brewingStand
field_77725_bx,magmaCream
field_77726_bs,potion
field_77727_br,netherStalkSeeds
field_77728_bu,spiderEye
field_77729_bt,glassBottle
field_77730_bn,enderPearl
field_77731_bo,blazeRod
field_77732_bp,ghastTear
field_77733_bq,goldNugget
field_77734_bj,beefCooked
field_77735_bk,chickenRaw
field_77736_bl,chickenCooked
field_77737_bm,rottenFlesh
field_77738_bf,melon
field_77739_bg,pumpkinSeeds
field_77740_bh,melonSeeds
field_77741_bi,beefRaw
field_77742_bb,redstoneRepeater
field_77743_bc,cookie
field_77744_bd,map
field_77745_be,shears
field_77746_aZ,cake
field_77747_aY,sugar
field_77748_bA,eyeOfEnder
field_77749_aR,fishingRod
field_77750_aQ,compass
field_77751_aT,lightStoneDust
field_77752_aS,pocketSundial
field_77753_aV,fishCooked
field_77754_aU,fishRaw
field_77755_aX,bone
field_77756_aW,dyePowder
field_77757_aI,clay
field_77758_aJ,reed
field_77759_aK,paper
field_77760_aL,book
field_77761_aM,slimeBall
field_77762_aN,minecartCrate
field_77763_aO,minecartPowered
field_77764_aP,egg
field_77765_aA,saddle
field_77766_aB,doorIron
field_77767_aC,redstone
field_77768_aD,snowball
field_77769_aE,boat
field_77770_aF,leather
field_77771_aG,bucketMilk
field_77772_aH,brick
field_77773_az,minecartEmpty
field_77774_bZ,unlocalizedName
field_77775_ay,bucketLava
field_77776_ba,bed
field_77777_bU,maxStackSize
field_77778_at,appleGold
field_77779_bT,itemID
field_77780_as,painting
field_77781_bS,record11
field_77782_ar,porkCooked
field_77783_bR,recordWard
field_77784_aq,porkRaw
field_77785_bY,potionEffect
field_77786_ax,bucketWater
field_77787_bX,hasSubtypes
field_77788_aw,bucketEmpty
field_77789_bW,bFull3D
field_77790_av,doorWood
field_77791_bV,itemIcon
field_77792_au,sign
field_77793_bL,recordChirp
field_77794_ak,bootsDiamond
field_77795_bM,recordFar
field_77796_al,helmetGold
field_77797_bJ,recordCat
field_77798_ai,plateDiamond
field_77799_bK,recordBlocks
field_77800_aj,legsDiamond
field_77801_bP,recordStal
field_77802_ao,bootsGold
field_77803_bQ,recordStrad
field_77804_ap,flint
field_77805_bN,recordMall
field_77806_am,plateGold
field_77807_bO,recordMellohi
field_77808_an,legsGold
field_77809_bD,expBottle
field_77810_ac,bootsChain
field_77811_bE,fireballCharge
field_77812_ad,helmetIron
field_77813_bB,speckledMelon
field_77814_aa,plateChain
field_77815_bC,monsterPlacer
field_77816_ab,legsChain
field_77817_bH,emerald
field_77818_ag,bootsIron
field_77819_bI,record13
field_77820_ah,helmetDiamond
field_77821_bF,writableBook
field_77822_ae,plateIron
field_77823_bG,writtenBook
field_77824_af,legsIron
field_77826_b,toolMaterial
field_77827_a,weaponDamage
field_77830_a,spawnID
field_77836_a,effectCache
field_77837_a,recordName
field_77838_b,soilBlockID
field_77839_a,blockType
field_77841_a,minecartType
field_77843_a,theToolMaterial
field_77850_cb,potionDuration
field_77851_ca,potionId
field_77852_bZ,alwaysEdible
field_77853_b,healAmount
field_77854_c,saturationModifier
field_77855_a,itemUseDuration
field_77856_bY,isWolfsFavoriteMeat
field_77857_cc,potionAmplifier
field_77858_cd,potionEffectProbability
field_77859_b,dyeColors
field_77860_a,dyeColorNames
field_77862_b,toolMaterial
field_77863_c,blocksEffectiveAgainst
field_77864_a,efficiencyOnProperMaterial
field_77865_bY,damageVsEntity
field_77866_c,blocksEffectiveAgainst
field_77867_c,blocksEffectiveAgainst
field_77868_c,blocksEffectiveAgainst
field_77870_a,doorMaterial
field_77876_a,isFull
field_77878_bZ,material
field_77879_b,damageReduceAmount
field_77880_c,renderIndex
field_77881_a,armorType
field_77882_bY,maxDamageArray
field_77885_a,blockID
field_77889_b,theHalfSlab
field_77890_c,doubleSlab
field_77891_a,isFullBlock
field_77895_b,blockNames
field_77896_a,blockRef
field_77918_f,speckledMelonEffect
field_77919_g,blazePowderEffect
field_77920_d,spiderEyeEffect
field_77921_e,fermentedSpiderEyeEffect
field_77922_b,sugarEffect
field_77923_c,ghastTearEffect
field_77926_o,potionPrefixes
field_77927_l,potionRequirements
field_77928_m,potionAmplifiers
field_77929_j,glowstoneEffect
field_77930_k,gunpowderEffect
field_77931_h,magmaCreamEffect
field_77932_i,redstoneEffect
field_77934_f,rarityName
field_77937_e,rarityColor
field_77990_d,stackTagCompound
field_77991_e,itemDamage
field_77992_b,animationsToGo
field_77993_c,itemID
field_77994_a,stackSize
field_78001_f,harvestLevel
field_78002_g,maxUses
field_78008_j,enchantability
field_78010_h,efficiencyOnProperMaterial
field_78011_i,damageVsEntity
field_78026_f,tabMisc
field_78027_g,tabAllSearch
field_78028_d,tabRedstone
field_78029_e,tabTransport
field_78030_b,tabBlock
field_78031_c,tabDecorations
field_78032_a,creativeTabArray
field_78033_n,tabIndex
field_78034_o,tabLabel
field_78035_l,tabMaterials
field_78036_m,tabInventory
field_78037_j,tabCombat
field_78038_k,tabBrewing
field_78039_h,tabFood
field_78040_i,tabTools
field_78041_r,drawTitle
field_78042_q,hasScrollbar
field_78043_p,backgroundImageName
field_78048_f,maxDamageFactor
field_78049_g,damageReductionAmountArray
field_78055_h,enchantability
field_78059_b,rand
field_78060_c,wordList
field_78061_a,instance
field_78065_f,velocityY
field_78066_g,accelScale
field_78067_d,prevPosY
field_78068_e,velocityX
field_78069_b,posY
field_78070_c,prevPosX
field_78071_a,posX
field_78072_n,tintAlpha
field_78073_o,prevTintRed
field_78074_l,tintGreen
field_78075_m,tintBlue
field_78076_j,timeLimit
field_78077_k,tintRed
field_78078_h,isDead
field_78079_i,timeTick
field_78080_s,rand
field_78081_r,prevTintAlpha
field_78082_q,prevTintBlue
field_78083_p,prevTintGreen
field_78089_u,textureHeight
field_78090_t,textureWidth
field_78091_s,isChild
field_78092_r,boxList
field_78093_q,isRiding
field_78094_a,modelTextureMap
field_78095_p,onGround
field_78096_f,flippingPageLeft
field_78097_g,bookSpine
field_78098_d,pagesLeft
field_78099_e,flippingPageRight
field_78100_b,coverLeft
field_78101_c,pagesRight
field_78102_a,coverRight
field_78103_a,boatSides
field_78105_b,blazeHead
field_78106_a,blazeSticks
field_78112_f,bipedRightArm
field_78113_g,bipedLeftArm
field_78114_d,bipedHeadwear
field_78115_e,bipedBody
field_78116_c,bipedHead
field_78117_n,isSneak
field_78118_o,aimedBow
field_78119_l,heldItemLeft
field_78120_m,heldItemRight
field_78121_j,bipedEars
field_78122_k,bipedCloak
field_78123_h,bipedRightLeg
field_78124_i,bipedLeftLeg
field_78125_b,isAttacking
field_78126_a,isCarrying
field_78127_b,tentacles
field_78128_a,body
field_78129_f,leg3
field_78130_g,leg4
field_78131_d,leg1
field_78132_e,leg2
field_78134_c,body
field_78135_a,head
field_78136_f,leftWing
field_78137_g,bill
field_78138_d,leftLeg
field_78139_e,rightWing
field_78140_b,body
field_78141_c,rightLeg
field_78142_a,head
field_78143_h,chin
field_78144_f,leg4
field_78146_d,leg2
field_78147_e,leg3
field_78148_b,body
field_78149_c,leg1
field_78150_a,head
field_78154_a,sideModels
field_78155_f,ocelotTail2
field_78156_g,ocelotHead
field_78157_d,ocelotFrontRightLeg
field_78158_e,ocelotTail
field_78159_b,ocelotBackRightLeg
field_78160_c,ocelotFrontLeftLeg
field_78161_a,ocelotBackLeftLeg
field_78162_h,ocelotBody
field_78165_b,signStick
field_78166_a,signBoard
field_78167_d,silverfishBoxLength
field_78168_e,silverfishTexturePositions
field_78169_b,silverfishWings
field_78171_a,silverfishBodyParts
field_78173_f,ironGolemRightLeg
field_78174_d,ironGolemLeftArm
field_78175_e,ironGolemLeftLeg
field_78176_b,ironGolemBody
field_78177_c,ironGolemRightArm
field_78178_a,ironGolemHead
field_78179_f,wolfLeg4
field_78180_g,wolfTail
field_78181_d,wolfLeg2
field_78182_e,wolfLeg3
field_78183_b,wolfBody
field_78184_c,wolfLeg1
field_78185_a,wolfHeadMain
field_78186_h,wolfMane
field_78187_d,rightVillagerLeg
field_78188_e,leftVillagerLeg
field_78189_b,villagerBody
field_78190_c,villagerArms
field_78191_a,villagerHead
field_78192_d,rightHand
field_78193_e,leftHand
field_78194_b,bottomBody
field_78195_c,head
field_78196_a,body
field_78197_d,slimeMouth
field_78198_b,slimeRightEye
field_78199_c,slimeLeftEye
field_78200_a,slimeBodies
field_78201_b,squidTentacles
field_78202_a,squidBody
field_78203_f,spiderLeg3
field_78204_g,spiderLeg4
field_78205_d,spiderLeg1
field_78206_e,spiderLeg2
field_78207_b,spiderNeck
field_78208_c,spiderBody
field_78209_a,spiderHead
field_78210_j,spiderLeg7
field_78211_k,spiderLeg8
field_78212_h,spiderLeg5
field_78213_i,spiderLeg6
field_78215_f,frontLeg
field_78216_g,rearLegTip
field_78217_d,body
field_78218_e,rearLeg
field_78219_b,neck
field_78220_c,jaw
field_78221_a,head
field_78222_l,wingTip
field_78223_m,partialTicks
field_78224_j,frontFoot
field_78225_k,wing
field_78226_h,frontLegTip
field_78227_i,rearFoot
field_78228_b,glass
field_78229_c,base
field_78230_a,cube
field_78232_b,chestBelow
field_78233_c,chestKnob
field_78234_a,chestLid
field_78237_b,nVertices
field_78238_c,invertNormal
field_78239_a,vertexPositions
field_78241_b,texturePositionX
field_78242_c,texturePositionY
field_78243_a,vector3D
field_78246_f,posZ2
field_78248_d,posX2
field_78249_e,posY2
field_78250_b,posY1
field_78251_c,posZ1
field_78252_a,posX1
field_78253_h,vertexPositions
field_78254_i,quadList
field_78285_g,colorCode
field_78286_d,charWidth
field_78287_e,glyphWidth
field_78288_b,FONT_HEIGHT
field_78289_c,fontRandom
field_78291_n,red
field_78292_o,blue
field_78293_l,unicodeFlag
field_78294_m,bidiFlag
field_78295_j,posX
field_78296_k,posY
field_78298_i,renderEngine
field_78299_w,strikethroughStyle
field_78300_v,underlineStyle
field_78301_u,italicStyle
field_78302_t,boldStyle
field_78303_s,randomStyle
field_78304_r,textColor
field_78305_q,alpha
field_78306_p,green
field_78311_g,clickedUrl
field_78314_b,fontR
field_78315_c,line
field_78316_a,pattern
field_78317_b,serverSlotContainer
field_78318_a,pollServersServerData
field_78320_d,fontRenderer
field_78321_b,bufferedImage
field_78322_c,gameSettings
field_78323_a,intArray
field_78329_d,scaledHeightD
field_78330_e,scaleFactor
field_78331_b,scaledHeight
field_78332_c,scaledWidthD
field_78333_a,scaledWidth
field_78335_b,slotStatsBlockGUI
field_78336_a,statsGUI
field_78338_b,slotStatsItemGUI
field_78339_a,statsGUI
field_78358_g,imageData
field_78359_d,textureContentsMap
field_78360_e,textureNameToImageMap
field_78362_c,textureMap
field_78364_l,missingTextureImage
field_78365_j,options
field_78366_k,texturePack
field_78368_i,urlToImageDataMap
field_78387_D,vboCount
field_78388_E,bufferSize
field_78389_A,useVBO
field_78390_B,vertexBuffers
field_78391_C,vboIndex
field_78392_f,floatBuffer
field_78393_g,shortBuffer
field_78394_d,byteBuffer
field_78395_e,intBuffer
field_78396_b,convertQuadsToTriangles
field_78397_c,tryVBO
field_78398_a,instance
field_78399_n,hasColor
field_78400_o,hasTexture
field_78401_l,brightness
field_78402_m,color
field_78403_j,textureU
field_78404_k,textureV
field_78405_h,rawBuffer
field_78406_i,vertexCount
field_78407_w,yOffset
field_78408_v,xOffset
field_78409_u,drawMode
field_78410_t,isColorDisabled
field_78411_s,addedVertices
field_78412_r,rawBufferIndex
field_78413_q,hasNormals
field_78414_p,hasBrightness
field_78415_z,isDrawing
field_78416_y,normal
field_78417_x,zOffset
field_78436_b,imageWidth
field_78437_c,imageHeight
field_78438_a,imageData
field_78449_f,mapItemRenderer
field_78450_g,equippedItemSlot
field_78451_d,prevEquippedProgress
field_78452_e,renderBlocksInstance
field_78453_b,itemToRender
field_78454_c,equippedProgress
field_78455_a,mc
field_78456_b,buffer
field_78457_c,imageData
field_78458_a,location
field_78459_d,textureSetupComplete
field_78460_b,referenceCount
field_78461_c,textureName
field_78462_a,image
field_78485_D,debugCamYaw
field_78486_E,prevDebugCamYaw
field_78487_F,debugCamPitch
field_78488_G,prevDebugCamPitch
field_78489_A,mouseFilterDummy4
field_78490_B,thirdPersonDistance
field_78491_C,thirdPersonDistanceTemp
field_78492_L,smoothCamPartialTicks
field_78493_M,debugCamFOV
field_78494_N,prevDebugCamFOV
field_78495_O,camRoll
field_78496_H,smoothCamYaw
field_78497_I,smoothCamPitch
field_78498_J,smoothCamFilterX
field_78499_K,smoothCamFilterY
field_78500_U,cloudFog
field_78501_T,fovMultiplierTemp
field_78502_W,cameraYaw
field_78503_V,cameraZoom
field_78504_Q,lightmapColors
field_78505_P,prevCamRoll
field_78506_S,fovModifierHandPrev
field_78507_R,fovModifierHand
field_78508_Y,prevFrameTime
field_78509_X,cameraPitch
field_78510_Z,renderEndNanoTime
field_78511_f,torchFlickerDX
field_78512_g,torchFlickerY
field_78513_d,lightmapTexture
field_78514_e,torchFlickerX
field_78515_b,anaglyphField
field_78516_c,itemRenderer
field_78517_a,anaglyphEnable
field_78518_n,fogColorRed
field_78519_o,fogColorGreen
field_78521_m,fogColorBuffer
field_78522_j,rainYCoords
field_78524_h,torchFlickerDY
field_78525_i,rainXCoords
field_78526_w,mouseFilterYAxis
field_78527_v,mouseFilterXAxis
field_78528_u,pointedEntity
field_78529_t,rendererUpdateCount
field_78530_s,farPlaneDistance
field_78531_r,mc
field_78532_q,debugViewDirection
field_78533_p,fogColorBlue
field_78534_ac,rainSoundCounter
field_78535_ad,fogColor2
field_78536_aa,lightmapUpdateNeeded
field_78537_ab,random
field_78538_z,mouseFilterDummy3
field_78539_ae,fogColor1
field_78540_y,mouseFilterDummy2
field_78541_x,mouseFilterDummy1
field_78543_b,theChest
field_78544_c,theEnderChest
field_78545_a,instance
field_78549_d,zPosition
field_78550_b,xPosition
field_78551_c,yPosition
field_78552_a,clippingHelper
field_78554_d,clippingMatrix
field_78555_b,projectionMatrix
field_78556_c,modelviewMatrix
field_78557_a,frustum
field_78561_f,projectionMatrixBuffer
field_78562_g,modelviewMatrixBuffer
field_78563_e,instance
field_78624_D,aoLightValueScratchXYNP
field_78625_E,aoLightValueScratchXYZNPP
field_78626_F,aoLightValueScratchYZPN
field_78627_G,aoLightValueScratchXYZPPN
field_78628_A,aoLightValueScratchXYPN
field_78629_B,aoLightValueScratchXYZPNP
field_78630_C,aoLightValueScratchXYZNPN
field_78631_L,aoLightValueScratchXZPN
field_78632_M,aoLightValueScratchXZNP
field_78633_N,aoLightValueScratchXZPP
field_78634_H,aoLightValueScratchXYPP
field_78635_I,aoLightValueScratchYZPP
field_78636_J,aoLightValueScratchXYZPPP
field_78637_K,aoLightValueScratchXZNN
field_78639_U,aoBrightnessXYZNNP
field_78641_T,aoBrightnessXYNN
field_78643_W,aoBrightnessYZNP
field_78645_V,aoBrightnessYZNN
field_78649_S,aoBrightnessXYZNNN
field_78650_aA,colorBlueBottomLeft
field_78651_aB,colorBlueBottomRight
field_78652_aC,colorBlueTopRight
field_78655_Y,aoBrightnessXYPN
field_78657_X,aoBrightnessXYZPNN
field_78660_Z,aoBrightnessXYZPNP
field_78661_f,renderAllFaces
field_78662_g,uvRotateEast
field_78663_az,colorBlueTopLeft
field_78664_d,overrideBlockTexture
field_78665_ay,colorGreenTopRight
field_78666_e,flipTexture
field_78667_b,fancyGrass
field_78668_c,useInventoryTint
field_78669_a,blockAccess
field_78670_at,colorRedBottomRight
field_78672_as,colorRedBottomLeft
field_78674_ar,colorRedTopLeft
field_78675_l,uvRotateBottom
field_78676_aq,brightnessTopRight
field_78677_m,enableAO
field_78678_ax,colorGreenBottomRight
field_78679_j,uvRotateNorth
field_78680_aw,colorGreenBottomLeft
field_78681_k,uvRotateTop
field_78682_av,colorGreenTopLeft
field_78683_h,uvRotateWest
field_78684_au,colorRedTopRight
field_78685_i,uvRotateSouth
field_78686_ak,aoBrightnessXZNP
field_78687_w,aoLightValueScratchXYZNNP
field_78688_al,aoBrightnessXZPP
field_78689_v,aoLightValueScratchXYNN
