obfuscated,deobfuscated
field_72043_aJ,lever
field_72044_aK,pressurePlateStone
field_72045_aL,doorIron
field_72046_aM,pressurePlatePlanks
field_72047_aN,oreRedstone
field_72048_aO,oreRedstoneGlowing
field_72049_aP,torchRedstoneIdle
field_72050_aA,tilledField
field_72051_aB,furnaceIdle
field_72052_aC,furnaceBurning
field_72053_aD,signPost
field_72054_aE,doorWood
field_72055_aF,ladder
field_72056_aG,rail
field_72057_aH,stairsCobblestone
field_72058_az,crops
field_72060_ay,workbench
field_72061_ba,pumpkin
field_72062_bU,tripWire
field_72063_at,stairsWoodOak
field_72064_bT,tripWireSource
field_72065_as,mobSpawner
field_72066_bS,enderChest
field_72067_ar,fire
field_72068_bR,oreEmerald
field_72069_aq,torchWood
field_72070_bY,stairsWoodJungle
field_72071_ax,blockDiamond
field_72072_bX,stairsWoodBirch
field_72073_aw,oreDiamond
field_72074_bW,stairsWoodSpruce
field_72075_av,redstoneWire
field_72076_bV,blockEmerald
field_72077_au,chest
field_72078_bL,redstoneLampIdle
field_72079_ak,stoneSingleSlab
field_72080_bM,redstoneLampActive
field_72081_al,brick
field_72082_bJ,whiteStone
field_72083_ai,blockIron
field_72084_bK,dragonEgg
field_72085_aj,stoneDoubleSlab
field_72086_bP,cocoaPlant
field_72087_ao,cobblestoneMossy
field_72088_bQ,stairsSandStone
field_72089_ap,obsidian
field_72090_bN,woodDoubleSlab
field_72091_am,tnt
field_72092_bO,woodSingleSlab
field_72093_an,bookShelf
field_72094_bD,netherStalk
field_72095_ac,pistonMoving
field_72096_bE,enchantmentTable
field_72097_ad,plantYellow
field_72098_bB,netherFence
field_72099_aa,pistonExtension
field_72100_bC,stairsNetherBrick
field_72101_ab,cloth
field_72102_bH,endPortal
field_72103_ag,mushroomRed
field_72104_bI,endPortalFrame
field_72105_ah,blockGold
field_72106_bF,brewingStand
field_72107_ae,plantRed
field_72108_bG,cauldron
field_72109_af,mushroomBrown
field_72119_a,isSticky
field_72123_a,headTexture
field_72129_b,redstoneUpdateInfoCache
field_72130_a,torchActive
field_72131_c,graphicsLevel
field_72135_b,adjacentTreeBlocks
field_72136_a,LEAF_TYPES
field_72142_a,woodType
field_72152_a,woodType
field_72155_a,silverfishStoneTypes
field_72157_b,modelBlock
field_72158_c,modelBlockMetadata
field_72163_b,canDropItself
field_72164_a,sideTextureIndex
field_72166_a,powered
field_72174_b,blocksNeedingUpdate
field_72175_a,wiresProvidePower
field_72178_a,glowing
field_72186_a,isPowered
field_72188_a,STONE_BRICK_TYPES
field_72189_a,SAND_STONE_TYPES
field_72192_a,fallInstantly
field_72194_a,triggerMobType
field_72197_a,mushroomType
field_72212_b,isOptimalFlowDirection
field_72213_c,flowCost
field_72214_a,numAdjacentSources
field_72218_a,blockType
field_72221_b,repeaterState
field_72222_c,isRepeaterPowered
field_72223_a,repeaterTorchOffset
field_72230_a,footBlockToHeadBlockMap
field_72242_a,isDoubleSlab
field_72243_a,woodType
field_72244_a,blockStepTypes
field_72245_a,localFlag
field_72257_b,abilityToCatchFire
field_72258_a,chanceToEncourageFire
field_72267_a,fruitType
field_72270_a,WOOD_TYPES
field_72275_a,bossDefeated
field_72278_b,isFreestanding
field_72279_a,signEntityClass
field_72284_a,random
field_72287_b,isActive
field_72288_c,keepFurnaceInventory
field_72289_a,furnaceRand
field_72293_a,random
field_72294_a,rand
field_72301_f,numCleans
field_72302_d,nextPoolIndex
field_72303_e,maxPoolIndex
field_72304_b,numEntriesToRemove
field_72305_c,listAABB
field_72306_a,maxNumCleans
field_72307_f,hitVec
field_72308_g,entityHit
field_72309_d,blockZ
field_72310_e,sideHit
field_72311_b,blockX
field_72312_c,blockY
field_72313_a,typeOfHit
field_72334_f,maxZ
field_72335_g,theAABBLocalPool
field_72336_d,maxX
field_72337_e,maxY
field_72338_b,minY
field_72339_c,minZ
field_72340_a,minX
field_72346_f,resetCount
field_72347_d,nextFreeSpace
field_72348_e,maximumSizeSinceLastTruncation
field_72349_b,minimumSize
field_72350_c,vec3Cache
field_72351_a,truncateArrayResetThreshold
field_72400_f,mcServer
field_72401_g,bannedPlayers
field_72402_d,viewDistance
field_72403_e,dateFormat
field_72404_b,playerEntityList
field_72405_c,maxPlayers
field_72407_n,commandsAllowedForAll
field_72408_o,playerPingIndex
field_72409_l,whiteListEnforced
field_72410_m,gameType
field_72411_j,whiteListedPlayers
field_72412_k,playerNBTManagerObj
field_72413_h,bannedIPs
field_72414_i,ops
field_72416_e,hostPlayerData
field_72422_f,whiteList
field_72423_e,opsList
field_72428_a,server
field_72447_d,myVec3LocalPool
field_72448_b,yCoord
field_72449_c,zCoord
field_72450_a,xCoord
field_72451_a,theDecitatedServer
field_72534_f,mcServer
field_72535_g,connectionTimer
field_72536_d,verifyToken
field_72537_e,rand
field_72538_b,myTCPConnection
field_72539_c,connectionComplete
field_72541_j,loginServerId
field_72542_k,sharedKey
field_72543_h,clientUsername
field_72554_f,disconnected
field_72555_g,netManager
field_72556_d,currentServerMaxPlayers
field_72557_e,rand
field_72558_b,mapStorage
field_72559_c,playerInfoList
field_72561_j,doneLoadingTerrain
field_72562_k,playerInfoMap
field_72563_h,mc
field_72564_i,worldClient
field_72571_f,currentTicks
field_72572_g,ticksForFloatKick
field_72573_d,mcServer
field_72574_e,playerEntity
field_72575_b,netManager
field_72576_c,connectionClosed
field_72578_n,creativeItemCreationSpamThresholdTally
field_72579_o,lastPosX
field_72580_l,ticksOfLastKeepAlive
field_72581_m,chatSpamThresholdCount
field_72582_j,keepAliveTimeSent
field_72583_k,randomGenerator
field_72585_i,keepAliveRandomID
field_72587_r,hasMoved
field_72588_q,lastPosZ
field_72589_p,lastPosY
field_72590_a,loginHandler
field_72595_f,requestIdAsString
field_72596_d,requestId
field_72597_e,challengeValue
field_72598_b,timestamp
field_72599_c,randomChallenge
field_72600_a,queryThread
field_72614_f,serverSocketList
field_72616_e,socketList
field_72617_b,server
field_72618_c,rconThread
field_72619_a,running
field_72629_g,lastAuthCheckTime
field_72630_n,buffer
field_72631_o,incomingPacket
field_72632_l,worldName
field_72633_m,querySocket
field_72634_j,maxPlayers
field_72635_k,serverMotd
field_72636_h,queryPort
field_72637_i,serverPort
field_72638_v,lastQueryResponseTime
field_72639_u,output
field_72640_t,time
field_72641_s,queryClients
field_72642_r,serverHostname
field_72643_q,queryHostname
field_72647_g,rconPort
field_72648_l,clientThreads
field_72649_j,serverSocket
field_72650_k,rconPassword
field_72651_h,serverPort
field_72652_i,hostname
field_72657_g,loggedIn
field_72658_j,rconPassword
field_72659_h,clientSocket
field_72660_i,buffer
field_72666_a,hexDigits
field_72673_b,output
field_72674_a,byteArrayOutput
field_72679_b,stepSoundVolume
field_72680_c,stepSoundPitch
field_72681_a,stepSoundName
field_72696_f,xzDirectionsConst
field_72697_d,chunkWatcherWithPlayers
field_72698_e,playerViewRadius
field_72699_b,players
field_72700_c,playerInstances
field_72701_a,theWorldServer
field_72737_D,maxBlockZ
field_72738_E,damagedBlocks
field_72739_F,renderDistance
field_72740_G,renderEntitiesStartupCounter
field_72741_A,minBlockZ
field_72742_B,maxBlockX
field_72743_C,maxBlockY
field_72744_L,renderersBeingClipped
field_72745_M,renderersBeingOccluded
field_72746_N,renderersBeingRendered
field_72747_O,renderersSkippingRenderPass
field_72748_H,countEntitiesTotal
field_72749_I,countEntitiesRendered
field_72750_J,countEntitiesHidden
field_72751_K,renderersLoaded
field_72752_Q,worldRenderersCheckIndex
field_72753_P,dummyRenderInt
field_72754_S,allRenderLists
field_72755_R,glRenderLists
field_72756_f,prevSortZ
field_72757_g,frustumCheckOffset
field_72758_d,prevSortX
field_72759_e,prevSortY
field_72760_b,dummyBuf50k
field_72761_c,occlusionResult
field_72762_a,tileEntities
field_72763_n,renderChunksTall
field_72764_o,renderChunksDeep
field_72765_l,worldRenderers
field_72766_m,renderChunksWide
field_72767_j,worldRenderersToUpdate
field_72768_k,sortedWorldRenderers
field_72769_h,theWorld
field_72770_i,renderEngine
field_72771_w,glSkyList
field_72772_v,starGLCallList
field_72773_u,cloudTickCounter
field_72774_t,occlusionEnabled
field_72775_s,glOcclusionQueryBase
field_72776_r,globalRenderBlocks
field_72777_q,mc
field_72778_p,glRenderListBase
field_72779_z,minBlockY
field_72780_y,minBlockX
field_72781_x,glSkyList2
field_72782_b,theWorldServer
field_72783_a,mcServer
field_72792_d,entityViewDistance
field_72793_b,trackedEntities
field_72794_c,trackedEntityIDs
field_72795_a,theWorld
field_72814_d,hasExtendedLevels
field_72815_e,worldObj
field_72816_b,chunkZ
field_72817_c,chunkArray
field_72818_a,chunkX
field_72982_D,villageCollectionObj
field_72983_E,villageSiegeObj
field_72984_F,theProfiler
field_72985_G,spawnHostileMobs
field_72986_A,worldInfo
field_72987_B,findingSpawnPoint
field_72988_C,mapStorage
field_72989_L,scanningTileEntities
field_72990_M,ambientTickCountdown
field_72992_H,spawnPeacefulMobs
field_72993_I,activeChunkSet
field_72994_J,lightUpdateBlockList
field_72995_K,isRemote
field_72996_f,loadedEntityList
field_72997_g,unloadedEntityList
field_72998_d,collidingBoundingBoxes
field_72999_e,scheduledUpdatesAreImmediate
field_73000_b,entityRemoval
field_73001_c,cloudColour
field_73002_a,addedTileEntityList
field_73003_n,prevRainingStrength
field_73004_o,rainingStrength
field_73005_l,updateLCG
field_73006_m,DIST_HASH_MAGIC
field_73007_j,weatherEffects
field_73008_k,skylightSubtracted
field_73009_h,loadedTileEntityList
field_73010_i,playerEntities
field_73011_w,provider
field_73012_v,rand
field_73013_u,difficultySetting
field_73016_r,lastLightningBolt
field_73017_q,thunderingStrength
field_73018_p,prevThunderingStrength
field_73019_z,saveHandler
field_73020_y,chunkProvider
field_73021_x,worldAccesses
field_73032_d,entityList
field_73033_b,clientChunkProvider
field_73034_c,entityHashSet
field_73035_a,sendQueue
field_73036_L,entitySpawnQueue
field_73037_M,mc
field_73038_N,previousActiveChunkSet
field_73058_d,canNotSave
field_73059_b,theChunkProviderServer
field_73061_a,mcServer
field_73062_L,theEntityTracker
field_73063_M,thePlayerManager
field_73065_O,pendingTickListEntries
field_73066_T,entityIdMap
field_73067_Q,blockEventCache
field_73068_P,allPlayersSleeping
field_73069_S,bonusChestContent
field_73070_R,blockEventCacheIndex
field_73071_a,demoWorldSettings
field_73072_L,demoWorldSeed
field_73086_f,partiallyDestroyedBlockX
field_73087_g,partiallyDestroyedBlockY
field_73088_d,isDestroyingBlock
field_73089_e,initialDamage
field_73090_b,thisPlayerMP
field_73091_c,gameType
field_73092_a,theWorld
field_73094_o,durabilityRemainingOnBlock
field_73095_l,posY
field_73096_m,posZ
field_73097_j,receivedFinishDiggingPacket
field_73098_k,posX
field_73099_h,partiallyDestroyedBlockZ
field_73100_i,curblockDamage
field_73103_d,demoTimeExpired
field_73111_d,partialBlockZ
field_73112_e,partialBlockProgress
field_73113_b,partialBlockX
field_73114_c,partialBlockY
field_73115_a,miningPlayerEntId
field_73126_f,lastScaledZPosition
field_73127_g,lastYaw
field_73128_d,lastScaledXPosition
field_73129_e,lastScaledYPosition
field_73130_b,blocksDistanceThreshold
field_73131_c,updateFrequency
field_73132_a,myEntity
field_73133_n,playerEntitiesUpdated
field_73134_o,trackingPlayers
field_73135_l,motionZ
field_73136_m,ticks
field_73137_j,motionX
field_73138_k,motionY
field_73139_h,lastPitch
field_73140_i,lastHeadMotion
field_73141_v,ridingEntity
field_73142_u,ticksSinceLastForcedTeleport
field_73143_t,sendVelocityUpdates
field_73144_s,isDataInitialized
field_73145_r,posZ
field_73146_q,posY
field_73147_p,posX
field_73161_b,random
field_73163_a,worldObj
field_73167_f,noiseData3
field_73168_g,noiseData4
field_73169_d,noiseData1
field_73170_e,noiseData2
field_73171_b,netherNoiseGen7
field_73172_c,genNetherBridge
field_73173_a,netherNoiseGen6
field_73174_n,netherrackExculsivityNoiseGen
field_73175_o,worldObj
field_73176_l,netherNoiseGen3
field_73177_m,slowsandGravelNoiseGen
field_73178_j,netherNoiseGen1
field_73179_k,netherNoiseGen2
field_73180_h,noiseData5
field_73181_i,hellRNG
field_73182_t,netherCaveGenerator
field_73183_s,netherrackExclusivityNoise
field_73184_r,gravelNoise
field_73185_q,slowsandNoise
field_73186_p,noiseField
field_73190_f,noiseData4
field_73191_g,noiseData5
field_73192_d,noiseData2
field_73193_e,noiseData3
field_73194_b,noiseGen5
field_73195_c,noiseData1
field_73196_a,noiseGen4
field_73197_n,densities
field_73198_o,biomesForGeneration
field_73199_l,noiseGen3
field_73200_m,endWorld
field_73201_j,noiseGen1
field_73202_k,noiseGen2
field_73204_i,endRNG
field_73208_f,noise2
field_73209_g,noise5
field_73210_d,noise3
field_73211_e,noise1
field_73212_b,noiseGen6
field_73213_c,mobSpawnerNoise
field_73214_a,noiseGen5
field_73215_n,noiseGen3
field_73216_o,noiseGen4
field_73217_l,noiseGen1
field_73218_m,noiseGen2
field_73220_k,rand
field_73221_h,noise6
field_73222_i,parabolicField
field_73223_w,mineshaftGenerator
field_73224_v,villageGenerator
field_73225_u,strongholdGenerator
field_73226_t,caveGenerator
field_73227_s,stoneNoise
field_73228_r,noiseArray
field_73229_q,mapFeaturesEnabled
field_73230_p,worldObj
field_73231_z,biomesForGeneration
field_73232_y,ravineGenerator
field_73233_x,scatteredFeatureGenerator
field_73235_d,worldObj
field_73236_b,chunkMapping
field_73237_c,chunkListing
field_73238_a,blankChunk
field_73244_f,loadedChunkHashMap
field_73245_g,loadedChunks
field_73246_d,currentChunkProvider
field_73247_e,currentChunkLoader
field_73248_b,chunksToUnload
field_73249_c,defaultEmptyChunk
field_73250_a,loadChunkOnProvideRequest
field_73251_h,worldObj
field_73261_d,locationOfBlockChange
field_73262_e,numberOfTilesToUpdate
field_73263_b,playersInChunk
field_73264_c,chunkLocation
field_73265_a,thePlayerManager
field_73286_b,clientPacketIdList
field_73287_r,isChunkDataPacket
field_73288_c,serverPacketIdList
field_73289_q,sentSize
field_73290_p,sentID
field_73291_a,packetClassToIdMap
field_73292_n,receivedID
field_73293_o,receivedSize
field_73294_l,packetIdToClassMap
field_73295_m,creationTimeMillis
field_73296_b,vehicleEntityId
field_73297_a,entityId
field_73298_b,yPosition
field_73299_c,zPosition
field_73300_a,xPosition
field_73301_a,time
field_73305_b,verifyToken
field_73306_c,sharedKey
field_73307_a,sharedSecret
field_73308_d,signLines
field_73309_b,yPosition
field_73310_c,zPosition
field_73311_a,xPosition
field_73312_b,collectorEntityId
field_73313_a,collectedEntityId
field_73314_f,pitch
field_73315_d,zPosition
field_73316_e,yaw
field_73317_b,xPosition
field_73318_c,yPosition
field_73319_a,entityId
field_73325_d,posZ
field_73326_e,destroyedStage
field_73327_b,posX
field_73328_c,posY
field_73329_a,entityId
field_73330_d,actionType
field_73331_e,customParam1
field_73332_b,yPosition
field_73333_c,zPosition
field_73334_a,xPosition
field_73335_f,blockId
field_73336_d,instrumentType
field_73337_e,pitch
field_73338_b,yLocation
field_73339_c,zLocation
field_73340_a,xLocation
field_73341_d,face
field_73342_e,status
field_73343_b,yPosition
field_73344_c,zPosition
field_73345_a,xPosition
field_73357_f,walkSpeed
field_73358_d,isCreativeMode
field_73359_e,flySpeed
field_73360_b,isFlying
field_73361_c,allowFlying
field_73362_a,disableDamage
field_73363_b,isConnected
field_73364_c,ping
field_73365_a,playerName
field_73366_b,state
field_73367_a,entityId
field_73368_a,entityId
field_73369_d,gameType
field_73370_e,terrainType
field_73371_b,difficulty
field_73372_c,worldHeight
field_73373_a,respawnDimension
field_73374_b,effectId
field_73375_a,entityId
field_73379_b,publicKey
field_73380_c,verifyToken
field_73381_a,serverId
field_73382_b,headRotationYaw
field_73383_a,entityId
field_73384_b,itemStack
field_73385_a,slot
field_73386_a,id
field_73387_d,motionZ
field_73388_b,motionX
field_73389_c,motionY
field_73390_a,entityId
field_73392_b,metadata
field_73393_a,entityId
field_73394_b,experienceTotal
field_73395_c,experienceLevel
field_73396_a,experience
field_73398_b,slot
field_73399_c,itemSlot
field_73400_a,entityID
field_73409_f,xOffset
field_73410_g,yOffset
field_73411_d,direction
field_73412_e,itemStack
field_73413_b,yPosition
field_73414_c,zPosition
field_73415_a,xPosition
field_73416_h,zOffset
field_73417_d,duration
field_73418_b,effectId
field_73419_c,effectAmplifier
field_73420_a,entityId
field_73421_d,type
field_73422_e,metadata
field_73423_b,yPosition
field_73424_c,zPosition
field_73425_a,xPosition
field_73426_b,itemStack
field_73427_a,windowId
field_73428_d,slotsCount
field_73429_b,inventoryType
field_73430_c,windowTitle
field_73431_a,windowId
field_73432_a,windowId
field_73433_b,shortWindowId
field_73434_c,accepted
field_73435_a,windowId
field_73436_b,uniqueID
field_73437_c,itemData
field_73438_a,itemID
field_73439_f,holdingShift
field_73440_d,action
field_73441_e,itemStack
field_73442_b,inventorySlot
field_73443_c,mouseClick
field_73444_a,window_Id
field_73445_b,enchantment
field_73446_a,windowId
field_73447_a,forceRespawn
field_73448_d,size
field_73450_b,zPosition
field_73451_c,metadataArray
field_73452_a,xPosition
field_73455_d,serverPort
field_73456_b,username
field_73457_c,serverHost
field_73458_a,protocolVersion
field_73464_d,chatColours
field_73465_e,gameDifficulty
field_73466_b,renderDistance
field_73467_c,chatVisisble
field_73468_a,language
field_73469_b,animate
field_73470_a,entityId
field_73471_b,amount
field_73472_a,statisticId
field_73474_a,text
field_73476_b,message
field_73477_c,isServer
field_73478_a,maxChatLength
field_73490_f,velocityX
field_73491_g,velocityY
field_73492_d,yPosition
field_73493_e,zPosition
field_73494_b,type
field_73495_c,xPosition
field_73496_a,entityId
field_73497_j,pitch
field_73498_k,headYaw
field_73499_h,velocityZ
field_73500_i,yaw
field_73501_t,metadata
field_73502_s,metaData
field_73503_f,title
field_73504_d,zPosition
field_73505_e,direction
field_73506_b,xPosition
field_73507_c,yPosition
field_73508_a,entityId
field_73510_f,rotation
field_73511_g,pitch
field_73512_d,yPosition
field_73513_e,zPosition
field_73514_b,name
field_73515_c,xPosition
field_73516_a,entityId
field_73517_j,metadataWatchableObjects
field_73518_h,currentItem
field_73519_i,metadata
field_73520_f,speedY
field_73521_g,speedZ
field_73522_d,zPosition
field_73523_e,speedX
field_73524_b,xPosition
field_73525_c,yPosition
field_73526_a,entityId
field_73527_h,type
field_73528_i,throwerEntityId
field_73529_d,posZ
field_73530_e,xpValue
field_73531_b,posX
field_73532_c,posY
field_73533_a,entityId
field_73534_d,posZ
field_73535_e,isLightningBolt
field_73536_b,posX
field_73537_c,posY
field_73538_a,entityID
field_73539_f,pitch
field_73540_g,onGround
field_73541_d,stance
field_73542_e,yaw
field_73543_b,yPosition
field_73544_c,zPosition
field_73545_a,xPosition
field_73546_h,moving
field_73547_i,rotating
field_73548_f,pitch
field_73549_g,rotating
field_73550_d,zPosition
field_73551_e,yaw
field_73552_b,xPosition
field_73553_c,yPosition
field_73554_a,entityId
field_73555_f,difficultySetting
